5/1/2017,79.25,79.5,78.4,79.29,5065496
4/28/2017,81.04,81.04,78.65,79.18,10522503
4/27/2017,80.75,81.27,80.36,80.8,5762688
4/26/2017,82.17,82.92,80.79,81.11,6763868
4/25/2017,81.3,82.43,81.12,82.36,7604096
4/24/2017,81.02,81.51,80.85,81.08,5129198
4/21/2017,79.58,80.41,79.24,79.81,6314436
4/20/2017,79.72,80.89,79.51,80.76,3586302
4/19/2017,79.96,80.66,79.28,79.37,4673843
4/18/2017,78.51,79.84,78.35,79.61,4529140
4/17/2017,78.3,78.75,78.12,78.72,4462363
4/13/2017,78.47,79.33,77.83,77.84,4658269
